130494,1,1206278818,1294045490,1977,1123,33,3301,1,477,0,30,1,0,1,1,42,2,0,1,160,20,1,1,32,40,170,178,0,0,20,1,0,33,3301
130494,1,1206278818,1294045490,1977,1123,33,3301,1,477,0,30,1,0,1,1,42,2,0,1,160,20,1,1,32,40,170,178,0,0,20,1,0,33,3301
39207,1,1162182260,1299551086,1982,816,33,3301,1,1117,1,50,7,1,1,1,37,2,3,1,155,30,1,1,25,32,167,175,1,1,50,1,1,33,3301
185947,1,1222605238,1295537569,1986,1003,33,3301,1,150,0,20,1,1,1,1,42,1,0,1,158,10,1,1,23,35,170,180,0,0,0,0,1,0,0
7240,1,1125484200,1299504959,1970,709,33,3301,1,1625,0,30,2,2,2,1,42,1,1,1,161,40,1,1,0,0,0,0,0,0,20,1,0,33,3301
204395,1,1228917369,1299413215,1981,219,33,3301,1,837,1,10,2,1,2,2,5,1,4,1,162,20,1,4,30,40,170,180,1,2,0,0,1,33,3300
222835,1,1235390219,1299406610,1981,805,33,3301,1,190,0,30,1,1,1,1,23,1,0,1,161,20,0,1,28,33,173,182,1,1,20,1,1,33,3304
48196,1,1168432303,1298987118,1980,1108,33,3301,1,393,0,30,5,0,1,1,37,4,0,1,163,20,0,0,29,40,170,180,0,1,30,1,0,0,0
244134,1,1241136301,1299500881,1968,812,33,3301,1,716,0,30,2,2,2,2,10,4,0,1,166,20,0,16,46,52,170,185,0,2,20,1,1,33,3301
245032,1,1241362091,1299419451,1982,420,33,3301,1,325,0,50,0,0,1,1,32,1,0,1,161,30,0,0,28,32,170,186,0,1,30,1,0,33,3301
264500,1,1247329429,1299507628,1983,704,33,3301,1,661,1,50,4,1,1,0,2,2,0,1,158,30,1,0,26,36,168,183,1,0,0,0,0,0,0
275910,1,1250918698,1298469139,1981,919,33,3301,1,268,1,20,4,1,1,1,16,1,1,1,155,20,1,0,27,35,168,180,0,1,20,1,1,33,3301
286500,1,1254817608,1299485677,1972,1213,33,3301,1,960,1,10,2,1,2,3,42,1,1,1,162,20,1,1,40,49,168,180,0,0,10,1,0,33,3300
287144,1,1255010704,1299503303,1976,207,33,3301,1,1072,1,20,1,1,1,1,32,2,0,6,168,20,1,0,34,40,172,180,0,4,20,1,1,0,0
300067,1,1260797561,1299458482,1986,330,33,3301,1,314,1,30,7,1,1,1,6,3,2,4,165,20,1,1,25,30,173,190,0,1,30,1,1,33,3301
305443,1,1263307838,1299473197,1984,1231,33,3301,1,208,1,30,7,1,1,1,23,1,0,0,155,20,1,1,26,32,170,180,0,1,20,1,1,33,3301
323043,1,1267969919,1299312662,1984,1016,33,3301,1,108,1,30,4,1,1,1,23,2,0,1,158,20,0,16,26,32,170,180,0,1,20,1,0,33,3301
327400,1,1268957103,1299309038,1983,1009,33,3301,1,94,0,30,1,0,1,0,28,5,0,1,163,40,1,2,30,45,172,188,0,0,20,1,0,33,3301
392289,1,1277484749,1298267126,1983,711,33,3301,1,92,0,30,0,1,1,1,7,1,0,1,160,20,1,1,27,37,175,185,0,1,20,1,1,33,3301
392768,1,1277552369,1299456856,1984,610,33,3301,1,282,0,30,7,1,1,0,32,1,0,1,162,20,1,1,26,32,175,187,1,1,30,1,1,33,3301
410161,1,1279873022,1294573340,1985,1017,33,3301,1,83,0,30,0,0,1,0,37,1,1,1,160,30,1,1,25,30,170,180,0,1,30,0,1,33,3301
434309,1,1283329177,1299046328,1973,729,33,3301,1,191,0,10,2,1,2,2,0,1,0,1,163,20,1,0,39,46,170,188,0,0,0,0,1,33,3301
451947,1,1286022276,1298962175,1985,311,33,3301,1,51,1,30,5,0,1,1,23,1,0,1,161,20,1,1,25,34,168,180,1,1,20,1,1,33,3301
489565,1,1291040573,1299497113,1974,103,33,3301,1,208,0,30,0,0,2,2,27,2,0,1,160,30,1,1,38,45,175,185,0,0,30,1,0,0,0
501066,1,1292856406,1298855009,1968,415,33,3301,1,20,0,30,2,1,2,2,23,1,0,1,160,20,0,5,45,55,168,180,0,6,20,1,0,0,0
502957,1,1293179522,1293500135,1988,1224,33,3301,1,8,0,20,0,0,1,0,0,1,0,0,160,20,1,0,24,32,170,185,0,1,10,1,0,33,3301
519525,1,1296010721,1299466701,1981,505,33,3301,1,14,0,30,3,1,1,0,8,1,0,1,160,20,1,0,30,40,172,185,1,0,0,0,1,33,3301
529035,1,1297514693,1299501434,1985,411,33,3301,1,71,1,20,3,1,1,1,16,5,0,1,165,30,1,1,28,36,175,190,0,0,20,1,1,33,3301
529762,1,1297593113,1299199621,1986,718,33,3301,1,24,0,10,0,0,1,0,0,1,0,0,160,20,1,0,29,35,178,185,0,1,10,0,1,33,3301
