327849,0,1269011601,1299502943,1971,402,33,3301,1,301,0,30,2,0,1,1,0,2,0,1,174,30,1,0,29,45,155,175,0,0,0,0,1,33,3301
327849,0,1269011601,1299502943,1971,402,33,3301,1,301,0,30,2,0,1,1,0,2,0,1,174,30,1,0,29,45,155,175,0,0,0,0,1,33,3301
67360,0,1179688232,1299501876,1977,1011,33,3301,1,393,1,30,1,1,1,1,16,5,4,1,168,40,1,1,23,30,155,165,1,1,30,1,1,0,0
342907,0,1271062474,1299509034,1986,217,33,3301,1,477,1,20,1,1,1,0,10,1,0,1,175,10,1,0,20,24,160,170,0,1,0,0,1,33,3301
275075,0,1250653287,1299550813,1963,604,33,3301,1,728,0,30,1,2,2,2,37,1,0,1,176,30,1,1,27,42,158,170,0,0,0,0,0,0,0
279672,0,1252161163,1299470275,1963,822,33,3301,3,704,1,30,2,2,2,0,11,1,1,1,168,50,1,1,30,38,155,162,0,4,10,1,1,33,3301
249822,0,1242755956,1299486605,1968,402,33,3301,1,1666,1,30,2,2,2,1,37,2,1,1,172,20,1,0,28,40,155,170,1,0,0,0,0,33,3301
162546,0,1215952424,1297323452,1970,216,33,3301,1,567,1,20,4,1,2,3,17,1,1,1,176,30,1,1,20,38,155,170,0,0,0,0,1,33,3301
254604,0,1244201130,1299502635,1982,507,33,3301,1,427,1,30,1,1,1,1,13,1,1,1,173,20,1,1,23,26,160,172,0,1,0,0,1,33,3301
499261,0,1292554047,1299410731,1980,109,33,3301,1,95,0,60,7,1,1,1,23,2,0,1,173,30,1,1,20,31,160,170,0,1,30,1,1,33,3301
85885,0,1187314975,1299288061,1979,1015,33,3301,1,1051,1,50,2,2,1,1,38,1,0,1,170,50,1,1,18,27,158,165,0,1,20,1,1,33,3300
477633,0,1289272573,1299470398,1975,1101,33,3301,3,283,0,70,7,0,1,1,25,1,2,1,172,50,1,0,26,31,160,167,0,0,30,1,1,33,3301
183373,0,1221873953,1299541963,1978,1023,33,3301,1,595,1,30,2,2,1,1,11,1,2,1,176,40,1,1,23,30,160,170,0,1,20,1,0,33,3301
471724,0,1288810727,1298882451,1975,1101,33,3301,3,299,1,60,0,0,1,1,25,1,0,1,172,50,1,4,27,32,160,167,0,0,30,1,1,0,0
304093,0,1262702235,1299541508,1977,1001,33,3301,1,1331,0,30,1,1,1,0,0,1,0,1,178,20,1,0,26,33,160,170,0,0,30,0,1,33,0
247391,0,1242046295,1299477365,1959,804,33,3301,1,808,1,20,2,1,2,3,42,4,0,1,174,20,1,1,40,47,155,165,0,2,0,0,1,0,0
527772,0,1297397769,1299547776,1962,531,33,3301,1,61,1,30,2,0,2,2,10,5,0,1,176,20,1,1,42,45,155,170,1,0,20,1,1,33,3301
536768,0,1298296254,1299488869,1981,1025,33,3301,1,31,0,50,2,2,1,1,17,1,0,1,179,30,1,0,20,30,155,170,0,1,30,1,1,33,3301
387636,0,1276915763,1299507403,1979,616,33,3301,1,316,1,30,2,1,1,1,23,1,1,1,179,30,1,1,24,29,158,170,0,1,20,1,1,33,3301
379151,0,1275713719,1299540801,1980,312,33,3301,1,992,1,30,4,1,1,1,2,2,0,1,170,40,1,0,20,30,155,170,0,1,20,0,1,33,3301
348710,0,1271782056,1299458536,1982,603,33,3301,1,507,1,20,7,1,1,1,14,2,1,1,168,30,0,1,24,27,158,168,0,1,20,1,1,33,3301
161205,0,1215584378,1299377030,1964,317,33,3301,1,3667,0,30,2,2,2,3,11,4,0,1,176,50,1,0,30,40,155,171,0,0,0,0,0,0,0
198056,0,1226467563,1299547529,1975,501,33,3301,1,2592,1,30,1,1,2,0,11,5,0,1,178,30,1,1,27,38,155,170,0,0,0,0,0,0,0
45320,0,1166280519,1299548264,1983,1201,33,3301,1,937,1,30,2,2,1,1,11,5,0,1,175,50,1,3,22,26,163,174,0,1,30,1,1,33,3301
