-227652,-1,-75507806,-1963621,-4,-190,0,0,0,-232,-1,30,-1,1,0,0,4,-4,0,0,14,10,0,1,-3,-2,-15,-8,-1,-3,0,0,0,1,101
-227652,-1,-75507806,-1963621,-4,-190,0,0,0,-232,-1,30,-1,1,0,0,4,-4,0,0,14,10,0,1,-3,-2,-15,-8,-1,-3,0,0,0,1,101
-465197,-1,-135318934,-80414,-4,313,0,0,0,1982,0,0,1,1,0,0,-32,3,0,0,15,10,0,0,-25,-40,-170,-188,-1,-1,-30,-1,-1,-33,-3301
-254334,-1,-73473377,-11698,-15,902,0,0,0,3049,0,20,0,0,0,-2,20,0,0,0,12,-10,-1,0,-10,-10,-12,-19,0,-2,20,1,1,0,3301
-330804,-1,-84176581,511057,-7,309,0,0,-2,2967,0,0,2,2,0,-1,37,-1,0,0,11,-20,-1,0,30,40,-12,-20,0,-4,-10,0,0,22,2201
-237274,-1,-71396907,-24330,-16,908,0,0,0,2710,-1,30,0,2,1,-1,14,0,0,0,14,0,-1,0,-4,-9,-17,-17,-1,0,-10,0,0,0,0
-359130,-1,-82707656,169891,-8,1,0,0,0,673,1,10,2,1,0,3,17,0,2,1,9,10,-1,1,-2,-4,-17,-21,0,0,10,-1,0,0,0
-310409,-1,-75531784,-717559,-8,882,0,0,0,1066,0,20,2,2,0,0,0,3,0,1,7,30,0,1,-3,-6,-16,170,0,1,0,1,-1,-33,-3300
-363702,-1,-82172164,563309,-9,200,0,0,0,2645,-1,0,-3,1,0,0,41,4,-3,1,12,0,0,0,-5,-6,-15,-13,1,1,0,0,0,0,1
-151588,-1,-49173233,31516,-7,-797,0,0,0,2054,-1,-10,-4,1,0,0,32,4,-1,0,12,10,0,0,-4,-1,-20,-13,0,0,-20,-1,0,33,3301
-255202,-1,-66327660,51266,-7,-605,0,0,0,2483,-1,-20,-2,1,0,0,40,0,-1,0,16,10,0,0,-4,0,-19,-11,0,0,-30,-1,0,0,3301
-270364,-1,-68530875,49052,-3,-790,0,0,0,2480,-1,-10,-4,0,0,0,3,0,-1,0,12,0,0,-8,-10,-8,-17,-11,1,0,-30,0,0,0,0
-323238,-1,-72580313,910834,-2,98,0,0,0,367,0,-10,0,0,0,0,29,1,0,1,15,20,0,0,-4,-7,-12,-5,-1,0,-10,0,0,11,1102
-456194,-1,-125608576,49820,-4,-96,0,0,0,1557,-1,20,-5,-2,0,-1,-3,-1,1,0,9,0,0,0,-10,-6,-10,-9,0,-2,0,0,-1,-33,-3301
89179,-1,27502299,-104967,-1,382,0,0,0,92,0,10,-6,-1,0,-1,-1,4,-1,0,12,10,0,-1,-3,-2,-20,-13,0,0,0,0,1,0,0
-112022,-1,-29600066,-313562,-1,492,0,0,0,-164,0,10,-3,-1,0,0,0,4,0,0,10,0,0,0,-5,-4,-20,-14,0,0,0,0,0,0,0
