524544,144216
462336,454683
462336,51250
462336,437911
462336,279788
69888,134663
69888,71467
69888,182827
69888,280108
69888,79167
69888,27720
69888,47949
69888,95870
69888,175538
69888,59061
69888,188403
274944,407118
274944,221574
274944,436922
274944,80356
274944,375788
211456,277762
211456,141326
211456,423031
211456,472974
211456,147392
345856,304139
345856,246032
345856,435987
345856,41500
345856,127773
345856,60446
345856,470054
345856,443942
345856,241959
345856,281389
345856,354110
345856,23878
345856,158535
345856,354890
345856,13907
345856,169555
345856,219740
345856,424542
345856,270444
345856,56942
345856,352883
345856,437636
345856,387204
345856,414601
345856,298384
345856,253081
345856,216733
345856,113576
345856,410793
345856,123565
345856,93615
345856,321199
345856,345279
345856,43970
345856,64453
345856,173008
345856,319959
345856,154328
345856,495833
345856,255450
345856,335077
345856,224743
345856,503529
345856,465139
345856,54519
345856,257535
346112,54273
346112,305933
346112,211983
346112,508175
346112,515606
346112,64540
346112,80431
346112,265280
346112,93779
346112,65883
346112,56923
346112,438365
346112,141156
346112,388719
346112,308107
346112,53166
346112,60079
346112,254429
346112,15076
346112,35817
346112,200950
346112,36857
236288,85215
504320,267268
504320,268037
504320,483334
504320,361230
504320,496416
504320,366386
504320,213310
504320,183373
504320,490584
504320,502361
504320,501351
504320,419460
504320,325508
504320,50053
504320,299681
504320,115396
504320,404947
504320,216024
504320,484568
504320,337883
504320,147422
504320,88802
504320,10480
506368,109362
506368,120894
506368,404042
506368,91736
506368,207253
506368,117146
506368,41897
506368,175538
506368,34767
506368,12774
443648,242693
443648,82953
443648,440661
443648,15967
443648,422506
443648,48757
443648,323213
443648,430525
443648,395731
443648,221144
443648,303586
252416,369923
252416,195092
252416,354602
252416,508463
252416,88369
252416,451122
252416,448819
252416,509509
252416,95822
252416,401495
252416,446303
252416,409459
252416,326013
252416,128382
252416,173208
252416,120729
252416,140960
252416,469933
252416,123565
252416,194989
252416,82875
252416,345279
252416,195524
252416,210633
252416,418017
252416,134371
252416,285931
252416,294129
252416,273906
252416,362227
252416,276221
514560,340520
342017,278840
342017,167741
342017,137290
342017,154448
342017,257382
342017,439148
342017,93815
342017,237195
342017,489877
342017,488888
342017,8649
342017,209886
342017,29662
342017,20704
342017,489192
342017,503536
16385,160256
16385,245760
16385,224001
16385,33537
16385,99585
16385,199938
16385,489218
16385,98562
16385,38658
16385,470021
16385,211461
16385,151813
16385,360453
16385,46597
16385,51973
16385,315909
16385,481798
16385,390150
16385,264456
16385,35081
16385,48393
16385,178186
16385,333067
16385,345867
16385,213004
16385,197133
16385,347661
16385,131342
16385,60686
16385,211983
16385,41999
16385,8465
16385,487441
16385,255249
16385,453393
16385,453394
16385,69651
16385,214035
16385,370195
16385,423188
16385,300052
16385,520980
16385,289046
16385,367896
16385,5145
16385,42010
16385,504858
16385,397083
16385,454683
16385,232988
16385,368927
16385,398112
16385,104224
16385,493858
16385,65058
16385,507939
16385,116259
16385,216357
16385,316453
16385,443942
16385,460071
16385,111911
16385,138024
16385,521000
16385,295721
16385,387881
16385,287018
16385,388394
16385,1836
16385,14125
16385,390957
16385,140078
16385,195118
16385,137007
16385,150063
16385,500271
16385,311087
16385,51503
16385,181297
16385,350258
16385,440882
16385,84787
16385,165427
16385,524852
16385,137012
16385,162868
16385,210229
16385,88629
16385,311093
16385,209462
16385,387383
16385,5432
16385,442424
16385,43577
16385,158266
16385,78139
16385,112955
16385,4156
16385,291900
16385,36156
16385,309308
16385,17981
16385,451389
16385,149310
16385,101439
16385,1088
16385,149824
16385,65344
16385,189763
16385,437829
16385,180037
16385,146502
16385,304710
16385,177478
16385,218183
16385,44616
16385,244296
16385,61513
16385,146765
16385,480077
16385,48974
16385,144463
16385,31311
16385,171087
16385,157520
16385,339025
16385,496721
16385,15701
16385,244310
16385,234839
16385,97368
16385,427608
16385,422233
16385,425049
16385,33369
16385,284762
16385,240986
16385,110682
16385,483163
16385,452955
16385,37724
16385,379740
16385,438365
16385,176989
