197355,-1,62732783,5457453,-6,-721,0,0,0,-176,0,0,1,0,0,0,-42,0,0,0,14,10,0,-1,-3,5,-15,-3,0,0,-20,-1,1,0,0
197355,-1,62732783,5457453,-6,-721,0,0,0,-176,0,0,1,0,0,0,-42,0,0,0,14,10,0,-1,-3,5,-15,-3,0,0,-20,-1,1,0,0
28153,-1,17505972,-49210,-5,195,0,0,0,-724,0,-20,-6,0,0,0,-21,3,1,0,13,10,0,0,-2,-2,-12,-10,0,0,-20,0,0,-33,-3301
156960,-1,48457236,3971465,0,-786,0,0,0,327,1,0,0,0,0,-1,-32,0,0,0,17,0,0,-1,-3,-11,-10,-10,0,1,0,0,0,33,3301
267835,-1,125169087,45854,-7,-105,0,0,0,-897,0,0,-1,0,0,1,-5,0,-1,0,15,-10,0,0,27,42,158,170,0,0,-20,-1,0,-33,-3301
272432,-1,126676963,-34684,-7,113,0,0,2,-921,1,0,0,0,0,-1,-31,0,0,0,7,10,0,0,30,38,155,162,0,4,-10,0,1,0,0
45427,-1,13838587,73390,-13,183,0,0,0,829,0,20,0,1,0,-1,32,1,-3,0,10,0,0,-4,-2,0,-15,-10,0,-2,0,0,-1,0,1
-41849,-1,-12964945,-2089763,-11,-3,0,0,0,-270,0,10,2,0,0,1,12,0,-3,0,14,10,0,-3,-10,-2,-15,-10,-1,-2,0,0,0,0,1
31769,-1,8810911,96025,1,-298,0,0,0,237,1,0,0,0,0,0,-10,0,1,0,12,0,1,0,-5,-7,-13,-10,-1,0,-20,-1,0,0,-3
451065,-1,124121744,423613,0,-999,0,0,0,-298,0,30,2,1,0,0,-14,-2,0,0,10,10,1,1,-9,-9,-10,-10,0,0,0,0,1,33,3301
37689,-1,18882672,300943,-1,-93,0,0,0,658,1,20,-3,2,0,0,1,-3,0,0,7,30,1,1,-11,-13,-12,-15,0,0,-10,0,1,33,3300
429437,-1,120840270,483280,-5,-7,0,0,2,-110,0,40,2,0,0,0,-12,-3,2,0,9,30,1,0,-3,-9,-10,-13,0,-1,0,0,1,33,3301
135177,-1,53441650,554845,-2,-85,0,0,0,202,1,0,-3,2,0,0,-26,-3,2,0,13,20,1,1,-6,-10,-10,-10,0,0,-10,0,0,33,3301
423528,-1,120378424,-104667,-5,-7,0,0,2,-94,1,30,-5,0,0,0,-12,-3,0,0,9,30,1,4,-2,-8,-10,-13,0,-1,0,0,1,0,0
255897,-1,94269932,554390,-3,-107,0,0,0,938,0,0,-4,1,0,-1,-37,-3,0,0,15,0,1,0,-3,-7,-10,-10,0,-1,0,-1,1,33,0
3257,-1,909994,-23516,-9,-8,0,0,0,92,1,-10,0,-1,0,1,32,0,0,0,8,0,1,-15,-6,-5,-15,-20,0,0,-20,-1,0,-33,-3301
283638,-1,56261468,46895,-6,-281,0,0,0,-655,1,0,0,-2,0,0,0,1,0,0,10,0,1,-15,-4,-7,-15,-15,1,-2,0,0,0,0,0
291736,-1,56934163,69418,-1,605,0,0,0,-294,0,0,2,2,0,0,-15,0,0,0,18,0,1,0,-8,-2,-15,-16,0,0,0,0,1,0,0
