100442,423905
100442,423905
102173,503266
102173,484457
111458,45920
111458,46223
111458,1534
111458,25931
111458,12138
35247,239489
35247,324534
125922,211744
125922,352296
125922,274840
125922,354602
125922,394744
130494,152654
130494,67195
130494,303288
130494,327849
39207,67360
181937,236619
181937,520685
185947,342907
185947,352883
185947,13008
185947,193408
185947,185475
195683,221574
7240,389828
7240,82801
7240,13639
7240,51340
7240,232859
7240,236408
7240,72286
7240,399790
7240,332128
7240,6623
7240,3118
7240,85702
7240,200789
7240,96445
7240,62010
7240,240687
7240,21520
7240,178906
7240,237686
7240,376764
7240,256047
7240,344942
7240,78494
7240,419437
7240,228124
7240,341083
7240,196192
7240,12138
7240,97055
7240,279672
7240,275075
7240,25803
7240,395921
7240,433543
7240,398807
7240,279672
7240,52203
7240,478202
7240,143944
7240,211261
7240,300501
204395,60829
204395,237195
204395,256877
204395,249822
204395,162546
204395,159521
204395,225015
216392,290632
216392,338186
216392,482230
216392,290632
216392,248794
222835,254604
231078,248991
231078,406672
231078,317787
231078,287258
231078,481951
231078,339484
48196,466174
48196,499261
48196,448587
48196,230046
48196,483889
48196,236619
48196,85885
48196,86000
48196,61513
48196,477633
48196,183373
48196,471724
48196,142141
48196,304093
48196,447818
48196,121943
48196,63817
48196,192964
48196,14690
48196,50053
48196,231117
48196,180026
48196,41999
48196,234199
244134,349592
244134,53337
244134,247391
244134,527772
244134,527772
245032,83371
245032,528450
245032,536768
245032,409316
245032,106347
245032,403097
245032,210633
245032,358882
245032,277635
247254,166500
247254,205815
248550,413196
248550,447702
248550,228913
264500,387636
269153,202593
269153,478198
275910,214324
275910,379151
275910,348710
286500,358784
286500,144876
286500,94651
286500,195415
286500,98377
286500,223074
286500,355791
286500,120894
286500,320976
286500,360323
286500,411636
286500,17256
286500,281993
286500,17234
286500,244032
286500,261337
286500,156734
286500,233825
286500,161205
286500,404042
286500,251992
286500,324534
286500,350946
286500,12665
286500,268300
286500,166532
286500,449564
286500,195836
286500,89324
286500,89324
286500,89324
286500,261052
286500,93760
286500,439148
286500,268300
286500,323563
286500,202082
286500,412963
286500,305283
286500,294419
286500,151514
287144,213813
287144,496287
287144,31933
287144,117344
287144,198056
287144,255936
287144,234621
287144,80181
287144,446819
295784,362143
55337,444807
55337,130672
55337,216360
300067,336992
300067,45320
300067,221528
300067,379352
300067,215562
300067,214615
300067,485933
300067,303240
300067,400288
300067,446338
300067,135511
305443,259141
323043,411818
323043,468420
323043,426647
323043,381342
323043,305445
323043,448819
323043,310710
323043,214102
327400,33198
327400,503529
327400,24172
327400,503266
329376,488727
329376,311823
340170,488987
340170,456412
340170,343719
340170,32935
392289,501722
392768,452542
392768,228529
392768,237001
392768,283066
392768,283066
392768,283066
392768,79271
392768,79271
392768,276832
392768,402719
399765,413213
409608,409608
409871,45941
409871,221528
409871,466533
410161,226382
410161,140931
410161,448943
414909,436447
414909,436447
414909,503266
414909,443942
71322,72153
434309,389828
434309,244032
434309,87227
434309,213813
13232,452542
13232,96935
13232,96935
451947,470054
451947,253812
451947,454003
451947,118820
451947,118820
451947,415759
451947,424542
451947,419682
451947,173223
451947,246032
451947,297563
489370,265280
489370,15967
489370,328587
489370,221574
489370,221574
489370,221574
489370,221574
489370,221574
489370,326912
489565,469940
489565,481951
489565,85435
489565,23172
489565,178906
489565,14687
489565,41607
489565,147527
490997,304404
491621,295519
491621,418513
491621,249007
491621,425355
491621,332530
493477,89470
493477,455832
493477,97775
493477,34286
493477,34286
493477,381749
493477,236408
493477,467650
493477,53528
493477,349592
493477,261337
493477,353987
493477,34286
493477,241498
493477,62618
493477,154085
493477,131966
493477,89324
493477,339253
493477,374081
493477,175538
493477,47949
493477,329579
493477,527559
493477,303432
493477,105844
493477,13398
493477,154859
493477,27720
493477,417069
493477,247391
493477,97775
493477,134325
493477,451784
493477,175538
493477,189938
500299,406157
501066,14202
501066,196192
501066,390278
501066,13398
501066,4700
501066,283256
501066,267861
501066,283256
501066,235122
501066,13398
501066,4700
501066,228124
501066,196192
501066,390278
501066,182851
501066,182851
501066,14202
501066,11871
501066,196192
501066,199881
501066,126810
501066,12623
501066,272704
501066,26705
501066,214369
501066,12014
501066,325975
501066,214369
501066,110093
501066,61907
501066,231267
501066,105844
501066,275075
502957,166231
502957,500269
502957,159021
502957,496216
502957,482225
509181,452905
509181,367463
509181,487996
509181,147233
509181,510817
509181,114678
509181,213922
509181,307498
519525,487557
522965,160256
522965,92308
523359,465108
529035,277762
529035,422205
529035,218091
529035,51250
529035,153910
529035,343857
529035,223628
529035,454580
529762,217986
532594,521224
532594,325713
87821,467650
87821,510815
87821,510815
87821,191519
87821,110992
535161,43331
535161,416494
535161,282129
535161,308351
535161,499394
535161,461445
535161,261661
